Overall Qual,Gr Liv Area,Garage Cars,Garage Area,Total Bsmt SF,1st Flr SF,Year Built,Year Remod/Add,Full Bath,TotRms AbvGrd,Neighborhood,SalePrice,Age of House
6,1469,1.0,216.0,756.0,756,1906,1995,1,7,IDOTRR,135000,29
5,1054,1.0,240.0,1046.0,1054,1947,1993,1,6,Sawyer,124000,31
5,1211,1.0,322.0,952.0,1211,1968,1968,1,5,Sawyer,134000,56
5,1271,1.0,312.0,720.0,720,1948,1950,2,7,Sawyer,135000,74
4,1588,2.0,680.0,0.0,1120,1959,1959,2,7,ClearCr,134432,65
5,1355,0.0,0.0,644.0,808,1940,1999,2,6,Edwards,127500,25
5,1075,2.0,440.0,981.0,1075,1963,1963,1,6,Sawyer,148000,61
5,1040,1.0,384.0,1040.0,1040,1965,1965,1,5,Sawyer,129500,59
6,1096,2.0,484.0,1008.0,1096,1978,1978,1,6,Sawyer,157500,46
5,904,1.0,408.0,876.0,904,1966,1966,1,6,Sawyer,109900,58
5,992,1.0,294.0,992.0,992,1967,2005,1,6,Sawyer,145000,19
5,894,2.0,450.0,894.0,894,1967,2003,1,5,Sawyer,130000,21
6,1034,2.0,504.0,450.0,1034,1978,1978,1,6,Sawyer,153000,46
5,1073,1.0,270.0,1073.0,1073,1967,1967,1,6,Sawyer,120000,57
5,1126,2.0,506.0,1060.0,1126,1984,1984,1,5,Sawyer,152000,40
4,1258,2.0,400.0,1198.0,1258,1969,1969,0,6,Sawyer,108959,55
5,1140,2.0,400.0,1300.0,1140,1920,1950,1,6,Sawyer,95541,74
5,1006,0.0,0.0,1006.0,1006,1959,1959,1,5,Sawyer,80000,65
5,1228,1.0,271.0,1228.0,1228,1966,2006,1,6,Sawyer,149350,18
5,960,1.0,300.0,960.0,960,1963,2003,1,6,Sawyer,144900,21
6,1188,2.0,621.0,988.0,1188,1956,1956,1,4,Sawyer,185000,68
5,1383,1.0,354.0,1383.0,1383,1954,1954,1,6,Sawyer,165000,70
6,1252,2.0,564.0,1602.0,1252,1960,1975,1,4,ClearCr,235000,49
5,1601,1.0,300.0,533.0,1021,1958,1987,1,6,Sawyer,140000,37
5,672,1.0,240.0,672.0,672,1940,1997,1,4,Sawyer,108000,27
5,1721,2.0,626.0,988.0,1721,1960,1960,2,7,ClearCr,145000,64
5,1350,3.0,627.0,576.0,864,1941,1973,1,6,Sawyer,152400,51
5,904,3.0,912.0,864.0,904,1970,1970,1,5,Sawyer,144000,54
6,1291,2.0,431.0,1291.0,1291,1996,1997,1,6,ClearCr,173000,27
7,2022,2.0,505.0,1160.0,1156,1977,1977,2,8,ClearCr,192000,47
7,1524,2.0,478.0,1524.0,1524,1979,1979,2,7,ClearCr,245000,45
7,1363,2.0,439.0,1385.0,1363,1954,2005,1,5,ClearCr,241500,19
4,1663,2.0,529.0,1364.0,1663,1954,1994,1,6,ClearCr,256000,30
6,1357,1.0,312.0,1019.0,1357,1959,2006,1,5,Edwards,177000,18
7,1079,1.0,249.0,570.0,617,1948,1950,1,5,Edwards,125600,74
6,1094,2.0,495.0,1094.0,1094,1953,1953,1,5,Edwards,155000,71
6,2358,2.0,360.0,907.0,1307,1908,1997,3,10,ClearCr,240000,27
5,1518,0.0,0.0,1580.0,1518,1940,2007,1,5,Edwards,260000,17
6,1674,2.0,396.0,1163.0,1163,1918,1950,2,8,Edwards,185000,74
6,2108,2.0,540.0,1127.0,1236,1935,1986,2,7,Edwards,235000,38
5,1509,1.0,322.0,1509.0,1509,1956,1956,1,6,Edwards,159900,68
5,864,0.0,0.0,864.0,864,1975,1975,1,4,Edwards,99600,49
6,1269,1.0,280.0,621.0,621,1962,2001,1,7,Edwards,134500,23
5,1367,1.0,384.0,861.0,961,1900,1950,1,7,Edwards,119000,74
5,1347,0.0,0.0,1117.0,820,1910,1991,1,5,Edwards,107500,33
5,1164,1.0,240.0,1164.0,1164,1950,1950,1,5,Edwards,125000,74
6,1096,0.0,0.0,572.0,572,1924,1950,1,5,Edwards,79000,74
5,1111,1.0,200.0,616.0,616,1941,1950,1,5,Edwards,95000,74
7,2329,2.0,514.0,1475.0,1532,1990,1990,2,10,SawyerW,262280,34
6,2814,2.0,614.0,1077.0,1093,1995,2002,2,9,SawyerW,260000,22
7,1626,2.0,534.0,1602.0,1626,1994,1994,2,7,SawyerW,226500,30
7,2200,2.0,453.0,812.0,1101,1993,1994,2,9,SawyerW,225000,30
7,2037,2.0,472.0,672.0,1302,1996,1996,2,8,SawyerW,229000,28
7,1356,2.0,484.0,628.0,628,2007,2007,2,6,CollgCr,177439,17
8,1615,3.0,864.0,1615.0,1615,2007,2007,2,7,CollgCr,248500,17
9,2276,3.0,1348.0,2271.0,2276,2008,2008,2,7,CollgCr,475000,16
9,1766,3.0,874.0,1751.0,1766,2008,2008,2,8,CollgCr,395039,16
7,2097,3.0,678.0,1080.0,1080,1993,1993,2,9,SawyerW,228000,31
8,1511,3.0,811.0,1401.0,1511,1995,1995,2,6,SawyerW,225000,29
6,1643,2.0,438.0,1182.0,1643,1966,1966,2,6,ClearCr,195000,58
6,1688,2.0,603.0,616.0,616,1997,1997,2,8,ClearCr,200000,27
5,990,2.0,528.0,990.0,990,1994,1994,1,5,CollgCr,155000,30
5,1099,1.0,352.0,1099.0,1099,1995,2006,1,6,CollgCr,144000,18
5,990,2.0,672.0,990.0,990,1994,1995,1,5,CollgCr,145000,29
7,1418,2.0,558.0,1418.0,1418,1997,1998,2,5,CollgCr,226001,26
6,1771,2.0,600.0,864.0,872,1997,1997,2,6,CollgCr,215700,27
7,1652,2.0,532.0,782.0,782,2000,2000,2,6,CollgCr,207500,24
7,1790,2.0,588.0,873.0,882,1999,1999,2,7,CollgCr,193000,25
7,1724,2.0,527.0,880.0,880,1998,1999,2,8,CollgCr,188000,25
7,1479,2.0,577.0,1468.0,1479,1999,2000,2,6,CollgCr,191000,24
7,1494,2.0,530.0,1494.0,1494,2002,2002,2,6,CollgCr,221000,22
7,1792,2.0,564.0,963.0,963,2001,2001,2,7,CollgCr,231500,23
7,1823,2.0,626.0,928.0,928,2000,2001,2,6,CollgCr,235000,23
7,1786,2.0,608.0,920.0,920,2001,2002,2,6,CollgCr,223500,22
5,938,1.0,308.0,938.0,938,1975,1980,1,5,CollgCr,130250,44
5,985,1.0,328.0,985.0,985,1977,1977,2,6,CollgCr,149900,47
5,1174,2.0,528.0,864.0,1174,1978,1978,1,5,CollgCr,158000,46
6,1026,2.0,576.0,940.0,1026,1978,1978,1,5,CollgCr,147000,46
5,1076,2.0,576.0,1076.0,1076,1975,1975,1,5,CollgCr,143195,49
5,1558,2.0,440.0,864.0,1558,1975,2001,2,5,CollgCr,163000,23
5,924,1.0,280.0,924.0,924,1975,1975,1,5,CollgCr,110000,49
5,864,1.0,352.0,864.0,864,1972,1972,1,5,CollgCr,127000,52
5,780,1.0,352.0,780.0,780,1972,1972,1,4,CollgCr,124900,52
8,1795,2.0,534.0,1777.0,1795,2002,2002,2,7,CollgCr,230000,22
8,2031,2.0,577.0,1128.0,1128,2002,2002,2,7,CollgCr,237000,22
7,1865,3.0,839.0,992.0,992,2000,2000,2,7,CollgCr,235000,24
7,2161,2.0,570.0,1257.0,1290,2001,2001,2,8,CollgCr,230500,23
8,1852,3.0,660.0,1004.0,1004,1999,2000,2,7,CollgCr,230000,24
7,2031,2.0,541.0,1153.0,1153,1998,1999,2,8,CollgCr,222500,25
8,2263,2.0,905.0,1055.0,1055,2001,2002,2,7,CollgCr,287000,22
9,1947,3.0,725.0,1357.0,1366,2001,2002,2,7,CollgCr,274000,22
8,1786,3.0,715.0,1778.0,1786,2002,2003,2,6,CollgCr,300000,21
8,2290,2.0,779.0,1128.0,1149,2002,2002,2,9,CollgCr,255900,22
7,1768,2.0,543.0,884.0,884,2003,2003,2,8,CollgCr,224900,21
7,2327,2.0,596.0,1129.0,1129,2003,2003,2,9,CollgCr,240000,21
7,1640,2.0,595.0,798.0,798,2003,2003,2,6,CollgCr,183000,21
8,1764,2.0,560.0,850.0,886,1999,2000,2,7,CollgCr,207000,24
7,1908,2.0,493.0,915.0,933,1994,1995,2,8,CollgCr,210000,29
6,848,2.0,420.0,848.0,848,2003,2003,1,3,CollgCr,136500,21
6,848,2.0,420.0,848.0,848,2004,2004,1,3,CollgCr,145000,20
6,1493,2.0,508.0,1478.0,1493,1997,1998,2,7,CollgCr,208900,26
6,1838,3.0,721.0,1838.0,1838,1997,1998,2,8,CollgCr,185000,26
7,1536,2.0,532.0,1536.0,1536,2002,2003,2,7,CollgCr,214000,21
7,1710,2.0,548.0,856.0,856,2003,2003,2,8,CollgCr,208500,21
7,1445,2.0,470.0,1445.0,1445,2004,2004,2,6,CollgCr,186500,20
7,1436,2.0,484.0,1436.0,1436,2004,2004,2,8,CollgCr,210000,20
7,1582,2.0,520.0,770.0,770,2004,2004,2,6,CollgCr,185900,20
8,1234,2.0,484.0,1234.0,1234,2007,2007,2,7,CollgCr,179900,17
7,1564,3.0,814.0,1564.0,1564,2007,2007,2,6,CollgCr,218836,17
7,1361,2.0,610.0,1351.0,1361,2007,2007,2,6,CollgCr,193000,17
7,1456,2.0,410.0,728.0,728,2005,2005,2,7,CollgCr,189000,19
6,848,2.0,420.0,848.0,848,2004,2004,1,3,CollgCr,149300,20
6,848,2.0,420.0,848.0,848,2004,2004,1,3,CollgCr,141000,20
6,848,2.0,420.0,848.0,848,2004,2004,1,3,CollgCr,149000,20
6,848,2.0,420.0,848.0,848,2004,2004,1,4,CollgCr,144500,20
5,796,0.0,0.0,796.0,796,1910,1950,1,4,Edwards,85000,74
5,2200,0.0,0.0,1272.0,1272,1900,2003,2,9,Edwards,145900,21
5,1092,1.0,264.0,1092.0,1092,1966,1966,1,6,Edwards,123000,58
5,1256,1.0,276.0,1256.0,1256,1965,1965,1,6,Edwards,147500,59
5,1033,2.0,504.0,456.0,1033,1976,1976,1,6,Edwards,165000,48
6,1127,2.0,480.0,1127.0,1127,1976,1976,1,6,Edwards,135000,48
5,996,0.0,0.0,996.0,996,1940,1969,1,6,Edwards,108000,55
4,1181,2.0,588.0,1138.0,1181,1972,1972,2,6,Edwards,137500,52
7,1656,2.0,397.0,746.0,760,2003,2004,2,7,Edwards,165400,20
6,1117,2.0,542.0,1029.0,1117,1977,1977,1,6,Edwards,147000,47
6,1398,2.0,440.0,684.0,684,1976,2001,1,6,Edwards,160500,23
4,1132,2.0,451.0,1132.0,1132,2005,2005,1,5,Edwards,176000,19
5,3820,2.0,624.0,0.0,3820,1959,1996,3,11,Edwards,284700,28
10,5642,2.0,1418.0,6110.0,4692,2008,2008,2,12,Edwards,160000,16
6,1072,2.0,525.0,547.0,1072,2005,2005,1,5,Edwards,148000,19
4,1152,0.0,0.0,0.0,1152,1955,1955,2,6,Edwards,82000,69
4,1152,0.0,0.0,0.0,1152,1955,1955,2,6,Edwards,82000,69
4,1440,0.0,0.0,1440.0,1440,1955,1955,2,8,Edwards,118000,69
4,1152,0.0,0.0,0.0,1152,1955,1955,2,6,Edwards,82500,69
4,784,0.0,0.0,784.0,784,1955,1955,1,4,Edwards,91900,69
5,1053,0.0,0.0,585.0,585,1938,2007,1,5,Edwards,120000,17
5,1137,0.0,0.0,0.0,929,1947,1993,1,8,Edwards,96000,31
4,930,1.0,286.0,911.0,930,1953,1953,1,5,Edwards,99000,71
5,1200,1.0,240.0,768.0,768,1946,1995,1,6,Edwards,130500,29
4,1470,1.0,548.0,941.0,997,1954,1972,2,7,Edwards,135000,52
5,1393,1.0,300.0,816.0,872,1955,1955,1,8,Edwards,135500,69
4,1204,1.0,312.0,416.0,1204,1954,1954,1,6,Edwards,100000,70
4,1292,1.0,205.0,949.0,949,1923,2008,1,6,Edwards,108000,16
5,864,0.0,0.0,864.0,864,1925,1950,1,5,Edwards,98000,74
3,864,0.0,0.0,864.0,864,1914,1950,1,5,Edwards,67000,74
5,1716,0.0,0.0,780.0,936,1912,2000,2,9,SWISU,135900,24
6,1482,1.0,400.0,672.0,810,1925,1950,2,7,SWISU,140000,74
5,2192,1.0,240.0,720.0,1052,1939,1997,2,8,SWISU,179500,27
6,1694,2.0,576.0,1181.0,1390,1925,1950,2,7,SWISU,136500,74
7,1424,1.0,312.0,1228.0,1424,1921,1950,2,7,SWISU,168000,74
5,1964,0.0,0.0,940.0,1024,1911,1950,1,7,SWISU,130000,74
5,2601,2.0,621.0,612.0,990,1921,1998,3,8,SWISU,189000,26
6,1920,2.0,480.0,960.0,960,1930,1950,2,10,SWISU,161900,74
6,1316,1.0,369.0,644.0,672,1926,1950,1,6,Crawfor,145000,74
6,2555,2.0,672.0,588.0,1423,1922,1994,2,11,Crawfor,191000,30
6,1680,1.0,308.0,840.0,840,1915,1976,2,8,Crawfor,177000,48
6,1264,2.0,400.0,676.0,676,1914,1995,1,6,Crawfor,147500,29
6,790,1.0,160.0,768.0,790,1930,1950,1,4,SWISU,91000,74
8,1512,1.0,180.0,798.0,798,1925,1997,2,7,Crawfor,231000,27
6,1639,1.0,240.0,1064.0,1166,1936,1950,1,6,SWISU,115000,74
6,1603,2.0,599.0,784.0,819,1923,1950,1,7,Crawfor,138000,74
7,1502,1.0,270.0,776.0,851,1931,2000,1,6,Crawfor,149000,24
6,1660,1.0,240.0,715.0,849,1934,1995,1,6,Crawfor,188700,29
5,1938,1.0,240.0,942.0,1265,1937,1995,2,7,Crawfor,198000,29
5,1374,1.0,225.0,884.0,932,1938,1950,1,6,Crawfor,110000,74
6,1091,1.0,344.0,1091.0,1091,1951,1951,1,5,Crawfor,104000,73
8,1873,2.0,786.0,608.0,983,1935,1950,1,9,Crawfor,257076,74
8,3447,3.0,1014.0,728.0,1968,1935,1997,3,11,Crawfor,381000,27
7,1954,2.0,431.0,798.0,1137,1939,2006,1,8,Crawfor,311500,18
7,2161,2.0,506.0,832.0,1218,1950,2000,2,8,Crawfor,263400,24
5,1898,2.0,484.0,1898.0,1898,1956,1956,2,7,Crawfor,236500,68
6,1640,2.0,924.0,1296.0,1640,1954,2006,1,7,Crawfor,224000,18
6,1032,2.0,462.0,516.0,516,1980,1980,1,5,Blueste,116500,44
6,1556,2.0,452.0,716.0,716,1980,1980,2,6,Blueste,151000,44
6,919,1.0,195.0,894.0,919,1926,1998,1,5,IDOTRR,126000,26
6,1090,1.0,240.0,720.0,760,1940,2006,1,5,IDOTRR,120000,18
4,796,0.0,0.0,796.0,796,1922,1950,1,5,IDOTRR,55000,74
6,816,1.0,432.0,816.0,816,1930,2007,1,5,IDOTRR,120500,17
5,778,1.0,924.0,740.0,778,1940,1955,1,4,IDOTRR,120500,69
5,1200,0.0,0.0,780.0,780,1930,1950,1,7,IDOTRR,119000,74
5,1656,1.0,288.0,624.0,1092,1967,1967,1,7,IDOTRR,126000,57
5,912,1.0,360.0,520.0,912,1930,1995,1,5,IDOTRR,99500,29
5,1955,1.0,356.0,1151.0,1151,1958,1958,2,7,IDOTRR,165500,66
1,733,2.0,487.0,0.0,733,1952,1952,1,4,IDOTRR,13100,72
4,1361,1.0,185.0,173.0,825,1895,1950,1,6,IDOTRR,89000,74
4,1317,1.0,250.0,649.0,649,1920,1950,1,6,IDOTRR,40000,74
4,1049,1.0,195.0,356.0,671,1910,2000,1,5,IDOTRR,80900,24
3,894,3.0,1248.0,894.0,894,1935,1950,1,6,IDOTRR,81000,74
4,864,1.0,216.0,592.0,432,1920,1950,1,5,IDOTRR,65000,74
8,1652,2.0,482.0,1600.0,1652,2008,2008,2,5,Crawfor,392500,16
8,1648,2.0,525.0,1596.0,1648,2007,2008,2,5,Crawfor,294464,16
7,1646,2.0,482.0,1594.0,1646,2004,2005,2,5,Crawfor,250000,19
8,1646,2.0,482.0,1594.0,1646,2004,2005,2,5,Crawfor,275000,19
7,2032,3.0,786.0,1840.0,2032,1996,1997,3,7,Mitchel,300000,27
8,1689,3.0,857.0,1568.0,1689,2002,2002,2,7,Mitchel,271000,22
7,1820,3.0,816.0,910.0,910,1996,1997,2,8,Mitchel,213000,27
6,1118,1.0,358.0,1096.0,1118,1977,1977,1,6,Mitchel,171000,47
6,1279,2.0,473.0,1196.0,1279,1977,1977,2,6,Mitchel,171500,47
5,1872,2.0,484.0,0.0,936,1976,1976,2,8,Mitchel,100000,48
4,1689,2.0,432.0,1680.0,1689,1991,1991,2,6,Mitchel,228500,33
5,1786,2.0,529.0,1499.0,1619,1965,1965,2,7,Timber,228950,59
7,1501,2.0,512.0,1277.0,1501,1986,1986,2,6,Timber,241500,38
8,2898,2.0,665.0,1565.0,2898,1976,1976,2,10,Timber,287000,48
8,1537,3.0,788.0,1518.0,1537,2006,2007,2,8,Timber,294000,17
8,1646,3.0,800.0,1638.0,1646,2007,2008,2,7,Timber,293077,16
8,1780,2.0,612.0,920.0,920,2007,2007,2,6,Timber,264966,17
5,1442,2.0,400.0,352.0,712,2006,2007,2,6,Timber,172500,17
5,1394,2.0,400.0,384.0,754,2006,2007,2,7,Timber,167500,17
7,1612,3.0,666.0,796.0,796,2008,2008,2,6,Timber,218689,16
6,1495,2.0,438.0,1495.0,1495,1989,1989,2,8,Timber,150000,35
6,1651,2.0,616.0,1606.0,1651,1986,1986,2,7,Timber,184000,38
6,1256,2.0,578.0,1256.0,1256,1986,1986,2,6,Timber,180000,38
6,1509,2.0,600.0,1461.0,1509,1988,1989,2,5,Timber,175000,35
8,1440,2.0,467.0,1432.0,1440,2003,2003,2,7,Timber,232500,21
6,1675,2.0,435.0,1666.0,1675,1999,2000,2,6,Timber,195000,24
8,2262,3.0,749.0,1482.0,1482,2003,2003,2,10,Timber,305000,21
8,1728,2.0,520.0,1884.0,1728,2007,2007,2,7,Timber,298751,17
8,1964,3.0,892.0,1964.0,1964,2005,2006,2,7,Timber,370000,18
7,1344,4.0,784.0,1344.0,1344,1997,1998,2,8,Mitchel,209200,26
7,1344,4.0,784.0,1344.0,1344,1997,1998,2,8,Mitchel,206300,26
5,1092,0.0,0.0,1092.0,1092,2007,2008,1,5,Mitchel,146000,16
6,1189,2.0,392.0,1189.0,1189,1997,1997,2,4,Mitchel,160500,27
4,1200,3.0,850.0,1200.0,1200,1964,1964,1,6,Mitchel,173000,60
5,1040,2.0,499.0,1040.0,1040,1975,1975,1,6,MeadowV,124000,49
5,1304,1.0,336.0,264.0,616,1976,1976,1,4,MeadowV,115000,48
5,1475,1.0,336.0,550.0,925,1976,1976,2,6,MeadowV,129500,48
4,988,1.0,297.0,526.0,526,1973,2006,1,5,MeadowV,105000,18
4,988,1.0,297.0,462.0,526,1973,1973,1,4,MeadowV,94900,51
5,1160,1.0,257.0,1113.0,1160,1968,1968,1,6,Mitchel,152500,56
6,1092,0.0,0.0,546.0,546,1970,2007,2,6,MeadowV,98000,17
4,630,0.0,0.0,630.0,630,1972,1972,1,3,MeadowV,81000,52
5,988,2.0,520.0,988.0,988,1954,1954,1,4,Mitchel,113000,70
5,816,1.0,264.0,816.0,816,1983,1983,1,4,Mitchel,128500,41
5,923,1.0,264.0,876.0,923,1984,1985,1,5,Mitchel,119500,39
5,816,1.0,264.0,816.0,816,1982,2008,1,5,Mitchel,130500,16
5,816,2.0,816.0,816.0,816,1982,2003,1,4,Mitchel,138000,21
5,845,1.0,264.0,845.0,845,1982,2005,1,6,Mitchel,134500,19
6,1750,1.0,423.0,983.0,983,1940,1985,2,7,Mitchel,160000,39
5,889,2.0,484.0,864.0,889,1984,1984,1,6,Mitchel,137500,40
5,1968,2.0,530.0,784.0,1168,1969,1969,2,7,Mitchel,172000,55
5,1836,1.0,288.0,686.0,1150,1900,1950,2,7,IDOTRR,103000,74
6,1587,2.0,525.0,1587.0,1587,1971,1971,2,7,NAmes,167300,53
7,1277,2.0,526.0,1277.0,1277,1970,1970,1,5,NAmes,167000,54
7,2223,2.0,516.0,2223.0,2223,1973,1973,2,8,NAmes,244000,51
8,2217,2.0,621.0,2217.0,2217,1970,1970,2,8,NAmes,268000,54
7,1733,2.0,433.0,847.0,847,2003,2003,2,7,Gilbert,225000,21
6,1572,2.0,373.0,806.0,806,1995,1996,2,7,Gilbert,168000,28
6,1470,2.0,388.0,794.0,794,1997,1997,2,6,Gilbert,177000,27
6,1600,2.0,460.0,916.0,916,1997,1997,2,7,Gilbert,169000,27
6,1384,2.0,390.0,384.0,754,1997,1997,2,7,Gilbert,161500,27
8,1652,2.0,499.0,1494.0,1652,2000,2000,2,6,StoneBr,251000,24
6,1694,2.0,398.0,392.0,924,1994,1994,2,7,Gilbert,160000,30
6,1714,2.0,451.0,923.0,947,1999,2000,2,7,Gilbert,180000,24
7,1553,2.0,420.0,691.0,691,1996,1996,2,6,Gilbert,178750,28
7,1253,2.0,402.0,1237.0,1253,1995,1996,2,6,Gilbert,176000,28
6,2299,2.0,482.0,938.0,957,1999,2003,3,7,Gilbert,204000,21
7,1187,2.0,420.0,1168.0,1187,1992,1993,2,6,Gilbert,160000,31
7,1472,2.0,402.0,384.0,802,1991,1992,2,7,Gilbert,160000,32
7,1482,2.0,392.0,384.0,812,1992,1992,2,7,Gilbert,163900,32
6,1642,2.0,392.0,903.0,910,1993,1994,2,7,Gilbert,168000,30
6,1128,2.0,480.0,1302.0,1128,1964,1964,1,6,Gilbert,154204,60
8,1088,2.0,461.0,1074.0,1088,1986,1986,1,5,StoneBr,170000,38
7,2090,2.0,577.0,1190.0,1190,1984,1984,2,6,StoneBr,207500,40
8,1179,2.0,480.0,1166.0,1179,1988,1988,2,5,StoneBr,182000,36
8,1321,2.0,484.0,1312.0,1321,1990,1990,1,4,StoneBr,212000,34
9,1922,3.0,676.0,1922.0,1922,2005,2006,2,8,StoneBr,377426,18
8,2541,3.0,729.0,1149.0,1164,2005,2005,3,10,StoneBr,349265,19
9,2338,3.0,1110.0,2660.0,2338,2006,2007,2,8,StoneBr,591587,17
5,1424,3.0,828.0,1100.0,1424,1969,1990,1,7,Gilbert,155000,34
9,1612,2.0,556.0,1612.0,1612,2006,2006,2,6,StoneBr,319900,18
8,1419,2.0,567.0,1419.0,1419,2007,2007,2,7,StoneBr,392000,17
8,2234,2.0,724.0,2220.0,2234,2006,2006,1,7,StoneBr,441929,18
10,2042,3.0,724.0,1742.0,2042,2006,2007,2,8,StoneBr,455000,17
6,1440,2.0,467.0,1440.0,1440,1981,1981,2,7,NWAmes,182900,43
6,1284,2.0,480.0,1284.0,1284,1984,1984,2,5,NWAmes,174000,40
6,1868,2.0,477.0,585.0,1140,1984,2003,3,7,NWAmes,178000,21
7,1479,2.0,484.0,725.0,725,1981,2003,2,6,NWAmes,176000,21
7,1664,2.0,663.0,1529.0,1664,1978,1985,2,7,NWAmes,213000,39
7,1930,2.0,481.0,780.0,1085,1979,1979,2,9,NWAmes,192000,45
7,1969,2.0,534.0,808.0,1161,1977,1977,2,8,NWAmes,190000,47
6,2030,2.0,551.0,848.0,1118,1976,1976,2,8,NWAmes,195000,48
6,1032,2.0,564.0,1032.0,1032,1978,1978,2,6,NWAmes,148000,46
6,1177,2.0,495.0,1153.0,1177,1984,1984,2,6,NWAmes,151500,40
7,1725,2.0,550.0,539.0,1040,1979,1979,2,6,NWAmes,197000,45
6,1353,2.0,478.0,1259.0,1353,1979,1999,2,5,NWAmes,192350,25
5,1620,2.0,462.0,780.0,780,1969,1969,2,7,NWAmes,152000,55
6,1220,2.0,944.0,1625.0,1220,1971,1971,2,6,NWAmes,170000,53
5,1484,2.0,487.0,1484.0,1484,1971,1971,2,7,NWAmes,175000,53
6,1743,2.0,539.0,702.0,1041,1968,1968,1,7,NWAmes,175000,56
7,1935,2.0,550.0,793.0,1142,1976,1976,2,7,NWAmes,197900,48
7,1324,2.0,585.0,1228.0,1324,1976,1976,2,5,NWAmes,174000,48
6,1877,2.0,488.0,1084.0,1084,1974,1974,2,8,NWAmes,178900,50
5,1109,1.0,288.0,372.0,576,1971,2005,1,5,NAmes,139000,19
6,981,2.0,576.0,981.0,981,1971,1971,1,5,NAmes,143250,53
7,1479,2.0,484.0,725.0,725,1972,2004,1,7,NAmes,184000,20
5,1422,2.0,576.0,925.0,1422,1970,1990,1,7,NAmes,155000,34
5,914,1.0,368.0,914.0,914,1970,2002,1,5,NAmes,133000,22
5,950,1.0,280.0,950.0,950,1971,1971,1,5,NAmes,119500,53
4,872,4.0,480.0,858.0,872,1971,1971,1,5,NAmes,123000,53
4,858,1.0,684.0,858.0,858,1971,1971,1,4,NAmes,110000,53
4,914,1.0,270.0,914.0,914,1961,1961,1,4,NAmes,128000,63
4,864,2.0,528.0,864.0,864,1971,1971,1,5,NAmes,120500,53
7,767,1.0,367.0,723.0,767,1998,1998,1,4,NAmes,133000,26
6,1337,2.0,511.0,1337.0,1337,2001,2001,2,5,NAmes,155000,23
6,1337,2.0,522.0,1405.0,1337,1997,1998,2,5,NAmes,177000,26
6,1092,1.0,264.0,525.0,525,1973,1973,1,6,BrDale,113500,51
6,1218,1.0,264.0,672.0,672,1973,1973,1,7,BrDale,113000,51
6,1218,1.0,264.0,672.0,672,1973,1973,1,7,BrDale,113700,51
5,1302,2.0,440.0,630.0,630,1970,1970,2,6,BrDale,106000,54
5,1365,2.0,440.0,765.0,765,1971,1971,1,6,BrDale,122500,53
6,958,2.0,440.0,1078.0,958,1976,1976,2,5,NPkVill,128000,48
6,1548,2.0,440.0,804.0,804,1976,1976,2,7,NPkVill,155000,48
7,1055,1.0,319.0,1061.0,1055,1978,1978,2,4,NPkVill,142500,46
5,988,1.0,360.0,988.0,988,1966,1966,1,5,NAmes,129250,58
9,1816,3.0,730.0,1790.0,1816,2006,2007,2,7,NridgHt,356000,17
9,1828,3.0,774.0,1822.0,1828,2007,2007,2,9,NridgHt,314813,17
8,1694,3.0,818.0,1694.0,1694,2007,2007,2,7,NridgHt,318000,17
8,1694,3.0,856.0,1694.0,1694,2006,2007,2,7,NridgHt,322400,17
8,1734,3.0,928.0,1734.0,1734,2007,2007,2,7,NridgHt,318000,17
8,2122,3.0,938.0,2108.0,2122,2007,2007,2,7,NridgHt,345474,17
9,2121,3.0,732.0,2121.0,2121,2006,2007,2,8,NridgHt,415298,17
9,2656,3.0,1040.0,1934.0,1943,2007,2007,2,8,NridgHt,492000,17
8,2550,3.0,670.0,1108.0,1148,2006,2007,2,11,NridgHt,338931,17
10,2046,3.0,878.0,1994.0,2046,2005,2006,2,7,NridgHt,450000,18
7,2172,3.0,947.0,1063.0,1071,2006,2006,2,9,NridgHt,280000,18
9,2552,3.0,932.0,2552.0,2552,2007,2007,2,8,NridgHt,479069,17
8,1973,3.0,895.0,1935.0,1973,2006,2006,2,9,NridgHt,395000,18
9,2643,3.0,694.0,2153.0,2069,2006,2006,2,9,NridgHt,380000,18
8,1634,3.0,866.0,1626.0,1634,2006,2006,2,7,NridgHt,250000,18
8,1976,3.0,908.0,1976.0,1976,2006,2007,2,7,NridgHt,440000,17
9,2758,3.0,814.0,1704.0,1722,2005,2006,2,9,NridgHt,418000,18
10,2290,3.0,1174.0,2320.0,2290,2007,2007,2,7,NridgHt,500067,17
8,2152,2.0,728.0,1582.0,1582,2007,2008,2,7,NridgHt,260116,16
8,2473,3.0,852.0,1143.0,1143,2004,2005,2,9,NridgHt,317000,19
8,2100,3.0,786.0,918.0,958,2007,2007,2,8,NridgHt,319500,17
8,2161,3.0,789.0,1582.0,1610,2007,2007,1,8,NridgHt,325624,17
9,1802,3.0,843.0,1802.0,1802,2006,2006,2,7,NridgHt,372000,18
8,2956,3.0,916.0,1706.0,1718,2004,2004,2,11,NridgHt,342000,20
8,2468,3.0,872.0,1136.0,1136,2004,2004,2,10,NridgHt,354000,20
8,2385,3.0,818.0,1317.0,1217,2003,2003,2,7,NridgHt,350000,21
8,2374,3.0,656.0,1181.0,1234,2003,2004,2,10,NridgHt,285000,20
8,1818,3.0,774.0,895.0,895,2007,2007,2,8,NridgHt,281500,17
